<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2024.02.23	16:43:39.877		1.64795			4
2024.02.23	16:43:40.614	1.64779	1.64796			6
2024.02.23	16:43:40.815	1.64777				2
2024.02.23	16:43:41.294	1.64784	1.64804			6
2024.02.23	16:43:41.509	1.64785				2
2024.02.23	16:43:41.614	1.64784				2
2024.02.23	16:43:41.759		1.64806			4
2024.02.23	16:43:41.860		1.64805			4
2024.02.23	16:43:42.066		1.64804			4
2024.02.23	16:43:42.166	1.64785	1.64803			6
2024.02.23	16:43:42.272	1.64784				2
2024.02.23	16:43:42.376	1.64783				2
2024.02.23	16:43:42.811	1.64782	1.64800			6
2024.02.23	16:43:43.021		1.64801			4
2024.02.23	16:43:43.227	1.64781	1.64800			6
2024.02.23	16:43:44.815	1.64779	1.64797			6
2024.02.23	16:43:44.919	1.64780	1.64799			6
2024.02.23	16:43:45.769		1.64800			4
2024.02.23	16:43:45.868	1.64781				2
2024.02.23	16:43:45.969	1.64780				2
2024.02.23	16:43:46.399	1.64783	1.64803			6
2024.02.23	16:43:46.603	1.64782				2
2024.02.23	16:43:46.925		1.64802			4
2024.02.23	16:43:47.157	1.64780	1.64801			6
2024.02.23	16:43:47.259	1.64784	1.64802			6
2024.02.23	16:43:47.360	1.64781	1.64801			6
2024.02.23	16:43:47.466		1.64798			4
2024.02.23	16:43:47.565	1.64780	1.64797			6
2024.02.23	16:43:48.038		1.64798			4
2024.02.23	16:43:48.358	1.64777	1.64797			6
2024.02.23	16:43:48.475		1.64795			4
2024.02.23	16:43:48.602	1.64778	1.64797			6
2024.02.23	16:43:48.702		1.64798			4
2024.02.23	16:43:49.039	1.64776	1.64796			6
2024.02.23	16:43:49.150	1.64777				2
2024.02.23	16:43:49.386	1.64778	1.64797			6
2024.02.23	16:43:49.709		1.64796			4
2024.02.23	16:43:50.600	1.64779				2
2024.02.23	16:43:51.049	1.64782	1.64800			6
2024.02.23	16:43:51.149		1.64802			4
2024.02.23	16:43:51.356	1.64784				2
2024.02.23	16:43:51.455		1.64801			4
2024.02.23	16:43:52.306	1.64783				2
2024.02.23	16:43:53.492	1.64782				2
2024.02.23	16:43:53.592	1.64779	1.64798			6
2024.02.23	16:43:53.697	1.64778				2
2024.02.23	16:43:53.808	1.64777	1.64796			6
2024.02.23	16:43:53.916	1.64778				2
2024.02.23	16:43:54.309	1.64776	1.64795			6
2024.02.23	16:43:54.628	1.64778	1.64796			6
2024.02.23	16:43:54.862	1.64779	1.64798			6
2024.02.23	16:43:54.966	1.64777				2
2024.02.23	16:43:55.309		1.64797			4
2024.02.23	16:43:55.414	1.64778	1.64798			6
2024.02.23	16:43:56.647		1.64797			4
2024.02.23	16:43:56.750	1.64777				2
2024.02.23	16:43:56.864	1.64775	1.64794			6
2024.02.23	16:43:56.971	1.64773	1.64793			6
2024.02.23	16:43:57.085		1.64791			4
2024.02.23	16:43:57.454		1.64793			4
2024.02.23	16:43:57.676	1.64774				2
2024.02.23	16:43:57.997	1.64777	1.64795			6
2024.02.23	16:43:58.427		1.64796			4
2024.02.23	16:43:59.227	1.64774	1.64793			6
2024.02.23	16:43:59.326	1.64773				2
2024.02.23	16:43:59.526	1.64774				2
2024.02.23	16:43:59.628	1.64773	1.64791			6
2024.02.23	16:43:59.730	1.64772	1.64790			6
2024.02.23	16:43:59.832	1.64773				2
2024.02.23	16:43:59.935	1.64772				2
2024.02.23	16:44:00.166	1.64770				2
2024.02.23	16:44:00.380	1.64771				2
2024.02.23	16:44:00.606	1.64772				2
2024.02.23	16:44:00.710		1.64792			4
2024.02.23	16:44:01.028	1.64773	1.64791			6
2024.02.23	16:44:01.343	1.64772				2
2024.02.23	16:44:01.664	1.64773				2
2024.02.23	16:44:01.933	1.64772	1.64790			6
2024.02.23	16:44:02.036		1.64789			4
2024.02.23	16:44:02.146	1.64773	1.64790			6
2024.02.23	16:44:02.245	1.64774	1.64791			6
2024.02.23	16:44:02.551		1.64792			4
2024.02.23	16:44:02.652	1.64773				2
2024.02.23	16:44:03.619		1.64790			4
2024.02.23	16:44:03.729	1.64775	1.64795			6
2024.02.23	16:44:03.838		1.64796			4
2024.02.23	16:44:03.942	1.64776				2
2024.02.23	16:44:04.220		1.64795			4
2024.02.23	16:44:04.330	1.64777	1.64797			6
2024.02.23	16:44:04.438	1.64778				2
2024.02.23	16:44:04.542	1.64775	1.64794			6
2024.02.23	16:44:04.912	1.64778	1.64797			6
2024.02.23	16:44:05.011		1.64796			4
2024.02.23	16:44:05.216	1.64775				2
2024.02.23	16:44:05.435	1.64774	1.64793			6
2024.02.23	16:44:05.549	1.64772				2
2024.02.23	16:44:05.760	1.64771	1.64790			6
2024.02.23	16:44:05.863	1.64770				2
2024.02.23	16:44:06.597	1.64769				2
2024.02.23	16:44:07.039	1.64770				2
2024.02.23	16:44:07.535	1.64771				2
2024.02.23	16:44:08.006	1.64770				2
2024.02.23	16:44:08.811	1.64771				2
2024.02.23	16:44:09.076	1.64770				2
2024.02.23	16:44:09.175	1.64768	1.64789			6
2024.02.23	16:44:09.445	1.64770				2
2024.02.23	16:44:09.777	1.64773	1.64792			6
2024.02.23	16:44:09.879	1.64772				2
2024.02.23	16:44:09.987	1.64771				2
2024.02.23	16:44:10.324		1.64790			4
2024.02.23	16:44:10.427	1.64770				2
2024.02.23	16:44:10.841	1.64769	1.64789			6
2024.02.23	16:44:10.941	1.64770	1.64788			6
2024.02.23	16:44:11.142	1.64769				2
2024.02.23	16:44:11.446	1.64770				2
2024.02.23	16:44:11.681	1.64772	1.64792			6
2024.02.23	16:44:11.989	1.64771				2
2024.02.23	16:44:12.262	1.64769	1.64790			6
2024.02.23	16:44:12.375		1.64789			4
2024.02.23	16:44:12.476		1.64791			4
2024.02.23	16:44:12.950		1.64790			4
2024.02.23	16:44:13.643		1.64791			4
2024.02.23	16:44:14.003	1.64771				2
2024.02.23	16:44:14.110	1.64770				2
2024.02.23	16:44:14.345	1.64771				2
2024.02.23	16:44:14.943	1.64767	1.64787			6
2024.02.23	16:44:15.044	1.64768				2
2024.02.23	16:44:15.143	1.64769	1.64789			6
2024.02.23	16:44:15.244		1.64788			4
2024.02.23	16:44:15.403		1.64790			4
2024.02.23	16:44:15.631	1.64770	1.64789			6
2024.02.23	16:44:15.944	1.64771	1.64790			6
2024.02.23	16:44:16.815		1.64789			4
2024.02.23	16:44:16.928		1.64790			4
2024.02.23	16:44:17.495		1.64789			4
2024.02.23	16:44:17.937	1.64770				2
2024.02.23	16:44:18.051	1.64768	1.64788			6
2024.02.23	16:44:18.158	1.64771				2
2024.02.23	16:44:18.380	1.64768				2
2024.02.23	16:44:18.647	1.64770	1.64789			6
2024.02.23	16:44:18.865		1.64788			4
2024.02.23	16:44:19.260	1.64768				2
2024.02.23	16:44:19.828	1.64767	1.64786			6
2024.02.23	16:44:19.928		1.64787			4
2024.02.23	16:44:20.233	1.64766				2
2024.02.23	16:44:20.337	1.64767				2
2024.02.23	16:44:20.440	1.64766	1.64785			6
2024.02.23	16:44:20.540	1.64765	1.64784			6
2024.02.23	16:44:20.748		1.64785			4
2024.02.23	16:44:20.848		1.64787			4
2024.02.23	16:44:21.100		1.64786			4
2024.02.23	16:44:21.203		1.64785			4
2024.02.23	16:44:22.759		1.64786			4
2024.02.23	16:44:22.850	1.64764				2
2024.02.23	16:44:22.952		1.64785			4
2024.02.23	16:44:23.054	1.64765				2
2024.02.23	16:44:23.164		1.64786			4
2024.02.23	16:44:23.574	1.64766				2
2024.02.23	16:44:23.675	1.64768	1.64788			6
2024.02.23	16:44:23.895	1.64767				2
2024.02.23	16:44:24.032		1.64787			4
2024.02.23	16:44:24.250	1.64766	1.64788			6
2024.02.23	16:44:24.358		1.64789			4
2024.02.23	16:44:24.755	1.64767	1.64788			6
2024.02.23	16:44:24.878	1.64766	1.64785			6
2024.02.23	16:44:24.995	1.64767	1.64788			6
2024.02.23	16:44:25.230		1.64787			4
2024.02.23	16:44:25.686	1.64768				2
2024.02.23	16:44:25.788	1.64767				2
2024.02.23	16:44:26.186	1.64766	1.64785			6
2024.02.23	16:44:26.286	1.64765				2
2024.02.23	16:44:26.397		1.64786			4
2024.02.23	16:44:26.610		1.64784			4
2024.02.23	16:44:26.818		1.64785			4
2024.02.23	16:44:27.027		1.64786			4
2024.02.23	16:44:27.130	1.64773				2
2024.02.23	16:44:27.230	1.64771	1.64790			6
2024.02.23	16:44:27.330		1.64791			4
2024.02.23	16:44:27.634		1.64790			4
2024.02.23	16:44:27.851	1.64774	1.64791			6
2024.02.23	16:44:27.958	1.64773				2
2024.02.23	16:44:28.786	1.64774				2
2024.02.23	16:44:28.895	1.64773	1.64790			6
2024.02.23	16:44:29.110		1.64789			4
2024.02.23	16:44:29.229	1.64771				2
2024.02.23	16:44:29.329	1.64769	1.64786			6
2024.02.23	16:44:29.433	1.64766	1.64788			6
2024.02.23	16:44:29.637		1.64785			4
2024.02.23	16:44:29.839	1.64765	1.64783			6
2024.02.23	16:44:30.148	1.64764				2
2024.02.23	16:44:30.254		1.64786			4
2024.02.23	16:44:30.357	1.64765	1.64784			6
2024.02.23	16:44:30.784		1.64783			4
2024.02.23	16:44:31.005	1.64767	1.64786			6
2024.02.23	16:44:31.127		1.64784			4
2024.02.23	16:44:31.227	1.64765	1.64783			6
2024.02.23	16:44:31.544	1.64763				2
2024.02.23	16:44:31.757		1.64784			4
2024.02.23	16:44:31.865	1.64766				2
2024.02.23	16:44:31.969	1.64765				2
2024.02.23	16:44:32.069		1.64783			4
2024.02.23	16:44:32.172	1.64763				2
2024.02.23	16:44:32.377		1.64782			4
2024.02.23	16:44:33.081	1.64761	1.64778			6
2024.02.23	16:44:33.189	1.64758	1.64779			6
2024.02.23	16:44:33.297	1.64760				2
2024.02.23	16:44:33.414	1.64762				2
2024.02.23	16:44:35.607		1.64778			4
2024.02.23	16:44:35.754		1.64779			4
2024.02.23	16:44:35.863	1.64763				2
2024.02.23	16:44:35.967	1.64761	1.64777			6
2024.02.23	16:44:36.071	1.64760				2
2024.02.23	16:44:36.176	1.64761				2
2024.02.23	16:44:36.276	1.64758				2
2024.02.23	16:44:36.984	1.64757	1.64775			6
2024.02.23	16:44:37.083	1.64756				2
2024.02.23	16:44:37.192	1.64758				2
2024.02.23	16:44:37.412	1.64759				2
2024.02.23	16:44:37.744	1.64758				2
2024.02.23	16:44:37.851		1.64778			4
2024.02.23	16:44:38.318	1.64757	1.64774			6
2024.02.23	16:44:39.052		1.64776			4
2024.02.23	16:44:39.256	1.64756				2
2024.02.23	16:44:39.373		1.64775			4
2024.02.23	16:44:39.746	1.64753	1.64774			6
2024.02.23	16:44:39.853	1.64754				2
2024.02.23	16:44:39.969	1.64753				2
2024.02.23	16:44:40.141	1.64754				2
2024.02.23	16:44:40.251	1.64751	1.64768			6
2024.02.23	16:44:40.355	1.64752				2
2024.02.23	16:44:40.454	1.64750	1.64767			6
2024.02.23	16:44:40.813	1.64752	1.64770			6
2024.02.23	16:44:40.919	1.64751				2
2024.02.23	16:44:41.124	1.64752				2
2024.02.23	16:44:42.863		1.64771			4
2024.02.23	16:44:43.117		1.64770			4
2024.02.23	16:44:44.060		1.64771			4
2024.02.23	16:44:44.228		1.64770			4
2024.02.23	16:44:44.874		1.64771			4
2024.02.23	16:44:45.302		1.64770			4
2024.02.23	16:44:46.016	1.64751				2
2024.02.23	16:44:46.121	1.64750	1.64767			6
2024.02.23	16:44:46.229	1.64751	1.64768			6
2024.02.23	16:44:46.330		1.64767			4
2024.02.23	16:44:46.432		1.64768			4
2024.02.23	16:44:46.559	1.64752				2
2024.02.23	16:44:47.661	1.64751				2
2024.02.23	16:44:47.889	1.64747				2
2024.02.23	16:44:48.132	1.64750	1.64767			6
2024.02.23	16:44:48.623		1.64768			4
2024.02.23	16:44:50.087	1.64748				2
2024.02.23	16:44:50.310	1.64747	1.64767			6
2024.02.23	16:44:50.559	1.64748				2
2024.02.23	16:44:50.846	1.64746				2
2024.02.23	16:44:51.194	1.64748				2
2024.02.23	16:44:51.296		1.64768			4
2024.02.23	16:44:51.403	1.64747	1.64767			6
2024.02.23	16:44:51.534		1.64768			4
2024.02.23	16:44:51.670		1.64767			4
2024.02.23	16:44:51.781	1.64748				2
2024.02.23	16:44:52.092	1.64747				2
2024.02.23	16:44:53.008	1.64748				2
2024.02.23	16:44:53.112	1.64750	1.64768			6
2024.02.23	16:44:53.216		1.64767			4
2024.02.23	16:44:53.328	1.64748				2
2024.02.23	16:44:53.640	1.64747				2
2024.02.23	16:44:53.802	1.64748				2
2024.02.23	16:44:54.497	1.64746				2
2024.02.23	16:44:54.812	1.64749				2
2024.02.23	16:44:54.919	1.64747				2
2024.02.23	16:44:55.036		1.64766			4
2024.02.23	16:44:55.146	1.64746				2
2024.02.23	16:44:55.780	1.64745				2
2024.02.23	16:44:56.389	1.64746				2
2024.02.23	16:44:56.737	1.64745				2
2024.02.23	16:44:57.249		1.64765			4
2024.02.23	16:44:57.358	1.64744				2
2024.02.23	16:44:57.463	1.64745	1.64767			6
2024.02.23	16:44:57.779		1.64766			4
2024.02.23	16:44:57.883		1.64767			4
2024.02.23	16:44:57.986		1.64766			4
2024.02.23	16:44:58.372	1.64744	1.64764			6
2024.02.23	16:44:58.473		1.64763			4
2024.02.23	16:44:59.088		1.64764			4
2024.02.23	16:44:59.477	1.64740	1.64760			6
2024.02.23	16:44:59.581	1.64738	1.64758			6
2024.02.23	16:44:59.684		1.64759			4
2024.02.23	16:44:59.785		1.64760			4
2024.02.23	16:44:59.888	1.64737	1.64759			6
2024.02.23	16:45:00.102	1.64737				2
2024.02.23	16:45:00.216		1.64758			4
2024.02.23	16:45:00.313	1.64738	1.64757			6
2024.02.23	16:45:00.414		1.64760			4
2024.02.23	16:45:00.755	1.64737				2
2024.02.23	16:45:00.863		1.64759			4
2024.02.23	16:45:01.096		1.64760			4
2024.02.23	16:45:01.275		1.64759			4
2024.02.23	16:45:01.388		1.64760			4
2024.02.23	16:45:01.708	1.64738	1.64759			6
2024.02.23	16:45:01.813		1.64760			4
2024.02.23	16:45:02.157	1.64740				2
2024.02.23	16:45:02.377	1.64741				2
2024.02.23	16:45:02.585	1.64739				2
2024.02.23	16:45:02.689		1.64759			4
2024.02.23	16:45:03.004	1.64738				2
2024.02.23	16:45:03.318		1.64760			4
2024.02.23	16:45:03.418	1.64739				2
2024.02.23	16:45:04.071	1.64738				2
2024.02.23	16:45:04.385	1.64737	1.64759			6
2024.02.23	16:45:04.709	1.64738				2
2024.02.23	16:45:04.812		1.64760			4
2024.02.23	16:45:04.915	1.64740				2
2024.02.23	16:45:05.024	1.64741				2
2024.02.23	16:45:05.580	1.64740				2
2024.02.23	16:45:05.681	1.64739	1.64761			6
2024.02.23	16:45:05.788		1.64760			4
2024.02.23	16:45:06.322		1.64759			4
2024.02.23	16:45:06.852	1.64738				2
2024.02.23	16:45:06.957		1.64760			4
2024.02.23	16:45:09.382	1.64737				2
2024.02.23	16:45:10.104	1.64738				2
2024.02.23	16:45:10.211		1.64759			4
2024.02.23	16:45:10.439	1.64737				2
2024.02.23	16:45:10.785	1.64738	1.64760			6
2024.02.23	16:45:10.935	1.64739	1.64759			6
2024.02.23	16:45:11.188	1.64737				2
2024.02.23	16:45:12.120	1.64738				2
2024.02.23	16:45:12.279	1.64737				2
2024.02.23	16:45:13.029		1.64758			4
2024.02.23	16:45:13.357	1.64736				2
2024.02.23	16:45:13.804	1.64737				2
2024.02.23	16:45:13.912		1.64756			4
2024.02.23	16:45:14.013	1.64738				2
2024.02.23	16:45:14.122	1.64740	1.64758			6
2024.02.23	16:45:14.877		1.64759			4
2024.02.23	16:45:15.285		1.64758			4
2024.02.23	16:45:15.390	1.64738	1.64756			6
2024.02.23	16:45:15.508		1.64755			4
2024.02.23	16:45:15.639	1.64737				2
2024.02.23	16:45:17.751	1.64736				2
2024.02.23	16:45:18.810	1.64734	1.64754			6
2024.02.23	16:45:18.912	1.64730	1.64751			6
2024.02.23	16:45:19.016	1.64729	1.64749			6
2024.02.23	16:45:19.116	1.64730	1.64750			6
2024.02.23	16:45:19.216	1.64729				2
2024.02.23	16:45:19.319		1.64749			4
2024.02.23	16:45:19.426	1.64730	1.64750			6
2024.02.23	16:45:19.646	1.64729	1.64749			6
2024.02.23	16:45:19.747		1.64750			4
2024.02.23	16:45:20.315	1.64731	1.64748			6
2024.02.23	16:45:20.426		1.64753			4
2024.02.23	16:45:20.529	1.64733	1.64754			6
2024.02.23	16:45:20.751	1.64735				2
2024.02.23	16:45:21.065	1.64733	1.64750			6
2024.02.23	16:45:21.171	1.64730	1.64749			6
2024.02.23	16:45:21.329	1.64734	1.64752			6
2024.02.23	16:45:21.437	1.64733				2
2024.02.23	16:45:21.575	1.64735				2
2024.02.23	16:45:21.680	1.64733				2
2024.02.23	16:45:22.008	1.64731				2
2024.02.23	16:45:22.261		1.64753			4
2024.02.23	16:45:22.370	1.64730				2
2024.02.23	16:45:22.505	1.64734	1.64751			6
2024.02.23	16:45:22.833	1.64733				2
2024.02.23	16:45:23.152		1.64750			4
2024.02.23	16:45:23.717	1.64732	1.64751			6
2024.02.23	16:45:23.946	1.64730				2
2024.02.23	16:45:24.047	1.64731	1.64750			6
2024.02.23	16:45:24.150	1.64730	1.64748			6
2024.02.23	16:45:24.251	1.64729				2
2024.02.23	16:45:24.492		1.64747			4
2024.02.23	16:45:24.597	1.64730	1.64746			6
2024.02.23	16:45:24.857	1.64731	1.64748			6
2024.02.23	16:45:25.477	1.64730				2
2024.02.23	16:45:25.588		1.64747			4
2024.02.23	16:45:25.967		1.64748			4
2024.02.23	16:45:26.069		1.64747			4
2024.02.23	16:45:26.334		1.64746			4
2024.02.23	16:45:26.539	1.64734	1.64749			6
2024.02.23	16:45:26.640	1.64735	1.64753			6
2024.02.23	16:45:27.058		1.64754			4
2024.02.23	16:45:27.168	1.64736	1.64753			6
2024.02.23	16:45:27.353	1.64740	1.64757			6
2024.02.23	16:45:27.458	1.64739	1.64759			6
2024.02.23	16:45:27.684	1.64740				2
2024.02.23	16:45:27.901	1.64736	1.64756			6
2024.02.23	16:45:27.993	1.64737				2
2024.02.23	16:45:28.305		1.64758			4
2024.02.23	16:45:28.418		1.64757			4
2024.02.23	16:45:28.624		1.64754			4
2024.02.23	16:45:28.737		1.64753			4
2024.02.23	16:45:28.956		1.64754			4
2024.02.23	16:45:29.057	1.64735				2
2024.02.23	16:45:29.564	1.64733				2
2024.02.23	16:45:30.036		1.64753			4
2024.02.23	16:45:30.241		1.64754			4
2024.02.23	16:45:30.956	1.64731	1.64750			6
2024.02.23	16:45:31.365	1.64730				2
2024.02.23	16:45:31.464		1.64748			4
2024.02.23	16:45:31.574	1.64726	1.64747			6
2024.02.23	16:45:32.263	1.64728	1.64750			6
2024.02.23	16:45:33.031	1.64729				2
2024.02.23	16:45:33.132	1.64730				2
2024.02.23	16:45:33.247	1.64729	1.64747			6
2024.02.23	16:45:33.666	1.64734	1.64752			6
2024.02.23	16:45:33.770	1.64733				2
2024.02.23	16:45:33.911	1.64731	1.64751			6
2024.02.23	16:45:34.060		1.64752			4
2024.02.23	16:45:34.230		1.64750			4
