<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2024.02.23	16:09:52.424		1.64802			4
2024.02.23	16:09:52.534	1.64781				2
2024.02.23	16:09:52.637	1.64783	1.64804			6
2024.02.23	16:09:52.748	1.64784				2
2024.02.23	16:09:52.958	1.64783				2
2024.02.23	16:09:55.400	1.64781	1.64800			6
2024.02.23	16:09:56.091	1.64782				2
2024.02.23	16:09:56.528	1.64781				2
2024.02.23	16:09:57.655	1.64779				2
2024.02.23	16:09:58.104	1.64778				2
2024.02.23	16:09:58.207	1.64779				2
2024.02.23	16:09:58.312	1.64780				2
2024.02.23	16:09:58.540	1.64782				2
2024.02.23	16:09:58.642	1.64780				2
2024.02.23	16:09:59.248	1.64781				2
2024.02.23	16:09:59.453	1.64782				2
2024.02.23	16:10:00.412	1.64784	1.64804			6
2024.02.23	16:10:02.024	1.64785				2
2024.02.23	16:10:02.858	1.64784				2
2024.02.23	16:10:03.623	1.64781				2
2024.02.23	16:10:03.987	1.64784				2
2024.02.23	16:10:05.422	1.64782				2
2024.02.23	16:10:06.255	1.64783				2
2024.02.23	16:10:07.279	1.64781				2
2024.02.23	16:10:07.394	1.64779	1.64800			6
2024.02.23	16:10:07.989	1.64780				2
2024.02.23	16:10:08.638	1.64779				2
2024.02.23	16:10:08.741	1.64780				2
2024.02.23	16:10:10.210	1.64781				2
2024.02.23	16:10:10.316	1.64780				2
2024.02.23	16:10:10.562	1.64781				2
2024.02.23	16:10:10.691	1.64780				2
2024.02.23	16:10:11.402	1.64782				2
2024.02.23	16:10:11.505	1.64780				2
2024.02.23	16:10:12.733	1.64781				2
2024.02.23	16:10:12.942	1.64782				2
2024.02.23	16:10:13.044	1.64781				2
2024.02.23	16:10:13.796		1.64801			4
2024.02.23	16:10:13.897	1.64787	1.64808			6
2024.02.23	16:10:14.000	1.64789	1.64806			6
2024.02.23	16:10:14.352	1.64790	1.64811			6
2024.02.23	16:10:14.566	1.64789	1.64810			6
2024.02.23	16:10:14.671		1.64806			4
2024.02.23	16:10:15.049	1.64788				2
2024.02.23	16:10:15.185	1.64790	1.64812			6
2024.02.23	16:10:16.550	1.64789	1.64809			6
2024.02.23	16:10:16.762	1.64788				2
2024.02.23	16:10:17.099	1.64789				2
2024.02.23	16:10:17.564	1.64788				2
2024.02.23	16:10:18.167	1.64787				2
2024.02.23	16:10:18.880	1.64788				2
2024.02.23	16:10:18.996	1.64787				2
2024.02.23	16:10:21.236	1.64788				2
2024.02.23	16:10:21.791		1.64810			4
2024.02.23	16:10:21.920		1.64809			4
2024.02.23	16:10:22.031		1.64810			4
2024.02.23	16:10:22.243		1.64809			4
2024.02.23	16:10:23.810	1.64790				2
2024.02.23	16:10:23.929		1.64810			4
2024.02.23	16:10:24.033	1.64789	1.64809			6
2024.02.23	16:10:24.482	1.64790				2
2024.02.23	16:10:24.842	1.64792	1.64811			6
2024.02.23	16:10:25.050		1.64812			4
2024.02.23	16:10:25.156		1.64810			4
2024.02.23	16:10:25.360	1.64791	1.64812			6
2024.02.23	16:10:25.831		1.64811			4
2024.02.23	16:10:25.955	1.64792				2
2024.02.23	16:10:26.166		1.64812			4
2024.02.23	16:10:26.852		1.64813			4
2024.02.23	16:10:27.212	1.64794	1.64814			6
2024.02.23	16:10:27.313	1.64796				2
2024.02.23	16:10:27.415		1.64816			4
2024.02.23	16:10:27.518		1.64812			4
2024.02.23	16:10:27.626		1.64813			4
2024.02.23	16:10:29.491	1.64794				2
2024.02.23	16:10:29.699	1.64796	1.64815			6
2024.02.23	16:10:30.124	1.64792	1.64809			6
2024.02.23	16:10:30.225		1.64810			4
2024.02.23	16:10:30.543	1.64791				2
2024.02.23	16:10:30.656	1.64792				2
2024.02.23	16:10:30.863	1.64791				2
2024.02.23	16:10:30.972	1.64792	1.64809			6
2024.02.23	16:10:31.177	1.64794	1.64810			6
2024.02.23	16:10:31.735	1.64789	1.64809			6
2024.02.23	16:10:31.840	1.64790				2
2024.02.23	16:10:33.147	1.64792				2
2024.02.23	16:10:33.354	1.64790				2
2024.02.23	16:10:33.602	1.64792				2
2024.02.23	16:10:34.108		1.64810			4
2024.02.23	16:10:34.362		1.64809			4
2024.02.23	16:10:34.466	1.64790				2
2024.02.23	16:10:34.578	1.64791	1.64812			6
2024.02.23	16:10:34.688	1.64794	1.64814			6
2024.02.23	16:10:35.104	1.64795				2
2024.02.23	16:10:35.644		1.64813			4
2024.02.23	16:10:35.869		1.64814			4
2024.02.23	16:10:36.423	1.64796	1.64816			6
2024.02.23	16:10:36.839	1.64794	1.64812			6
2024.02.23	16:10:36.953		1.64813			4
2024.02.23	16:10:37.380	1.64791	1.64807			6
2024.02.23	16:10:37.480	1.64782	1.64800			6
2024.02.23	16:10:37.583	1.64780				2
2024.02.23	16:10:37.791	1.64781				2
2024.02.23	16:10:38.039	1.64782				2
2024.02.23	16:10:38.354	1.64784				2
2024.02.23	16:10:38.695		1.64801			4
2024.02.23	16:10:38.797		1.64802			4
2024.02.23	16:10:38.904	1.64782				2
2024.02.23	16:10:39.144	1.64788	1.64805			6
2024.02.23	16:10:39.244		1.64808			4
2024.02.23	16:10:39.360		1.64809			4
2024.02.23	16:10:42.781	1.64785	1.64806			6
2024.02.23	16:10:42.907	1.64787	1.64807			6
2024.02.23	16:10:43.020	1.64785				2
2024.02.23	16:10:43.383	1.64788				2
2024.02.23	16:10:43.485	1.64786				2
2024.02.23	16:10:43.585	1.64787				2
2024.02.23	16:10:43.697	1.64786	1.64808			6
2024.02.23	16:10:43.826	1.64788				2
2024.02.23	16:10:43.929	1.64789	1.64809			6
2024.02.23	16:10:44.241		1.64810			4
2024.02.23	16:10:45.020	1.64790				2
2024.02.23	16:10:45.122	1.64789	1.64807			6
2024.02.23	16:10:45.230	1.64791	1.64810			6
2024.02.23	16:10:45.467	1.64792				2
2024.02.23	16:10:45.689	1.64789				2
2024.02.23	16:10:45.797	1.64791				2
2024.02.23	16:10:45.911	1.64790				2
2024.02.23	16:10:46.756	1.64791				2
2024.02.23	16:10:47.090	1.64792				2
2024.02.23	16:10:47.403	1.64788	1.64805			6
2024.02.23	16:10:47.951	1.64787				2
2024.02.23	16:10:48.058	1.64786				2
2024.02.23	16:10:48.156	1.64785				2
2024.02.23	16:10:48.257	1.64786				2
2024.02.23	16:10:48.818	1.64788	1.64803			6
2024.02.23	16:10:48.919	1.64789	1.64809			6
2024.02.23	16:10:49.166	1.64787				2
2024.02.23	16:10:49.598	1.64786				2
2024.02.23	16:10:49.991	1.64787				2
2024.02.23	16:10:50.097	1.64786				2
2024.02.23	16:10:50.199	1.64787				2
2024.02.23	16:10:50.310	1.64786				2
2024.02.23	16:10:50.536	1.64792				2
2024.02.23	16:10:52.218	1.64793				2
2024.02.23	16:10:53.624	1.64794				2
2024.02.23	16:10:55.596	1.64795				2
2024.02.23	16:10:55.832	1.64796	1.64810			6
2024.02.23	16:10:57.140		1.64811			4
2024.02.23	16:10:57.923	1.64797	1.64813			6
2024.02.23	16:10:58.025	1.64794	1.64810			6
2024.02.23	16:10:58.239	1.64795				2
2024.02.23	16:10:58.876	1.64793				2
2024.02.23	16:10:59.022	1.64792	1.64806			6
2024.02.23	16:10:59.939	1.64791	1.64805			6
2024.02.23	16:11:00.106	1.64792	1.64806			6
2024.02.23	16:11:00.225		1.64808			4
2024.02.23	16:11:00.457	1.64795	1.64809			6
2024.02.23	16:11:00.559		1.64811			4
2024.02.23	16:11:00.793	1.64797	1.64813			6
2024.02.23	16:11:01.627		1.64812			4
2024.02.23	16:11:01.925	1.64799	1.64814			6
2024.02.23	16:11:02.128	1.64798	1.64812			6
2024.02.23	16:11:02.559	1.64799	1.64813			6
2024.02.23	16:11:03.024	1.64796	1.64810			6
2024.02.23	16:11:03.928	1.64797	1.64811			6
2024.02.23	16:11:04.189		1.64813			4
2024.02.23	16:11:04.424		1.64812			4
2024.02.23	16:11:04.787		1.64813			4
2024.02.23	16:11:05.067	1.64798	1.64815			6
2024.02.23	16:11:05.171		1.64814			4
2024.02.23	16:11:05.397		1.64812			4
2024.02.23	16:11:06.081		1.64814			4
2024.02.23	16:11:06.277	1.64797				2
2024.02.23	16:11:07.944	1.64798				2
2024.02.23	16:11:08.701	1.64794	1.64810			6
2024.02.23	16:11:08.898	1.64796				2
2024.02.23	16:11:09.102		1.64811			4
2024.02.23	16:11:09.202		1.64810			4
2024.02.23	16:11:09.306		1.64812			4
2024.02.23	16:11:09.828		1.64813			4
2024.02.23	16:11:09.930	1.64797	1.64812			6
2024.02.23	16:11:10.041	1.64796				2
2024.02.23	16:11:10.471		1.64811			4
2024.02.23	16:11:10.574	1.64797				2
2024.02.23	16:11:11.563	1.64794	1.64809			6
2024.02.23	16:11:11.676		1.64808			4
2024.02.23	16:11:12.691		1.64811			4
2024.02.23	16:11:13.035	1.64793	1.64808			6
2024.02.23	16:11:13.262	1.64794				2
2024.02.23	16:11:16.500	1.64790	1.64804			6
2024.02.23	16:11:17.266		1.64805			4
2024.02.23	16:11:18.918	1.64792	1.64808			6
2024.02.23	16:11:19.051	1.64791				2
2024.02.23	16:11:19.157	1.64793	1.64809			6
2024.02.23	16:11:19.281	1.64795				2
2024.02.23	16:11:19.409	1.64793				2
2024.02.23	16:11:19.662	1.64794				2
2024.02.23	16:11:20.237	1.64793				2
2024.02.23	16:11:20.337		1.64808			4
2024.02.23	16:11:23.082	1.64792	1.64807			6
2024.02.23	16:11:23.183	1.64790	1.64805			6
2024.02.23	16:11:23.294		1.64807			4
2024.02.23	16:11:23.395		1.64804			4
2024.02.23	16:11:23.762		1.64805			4
2024.02.23	16:11:24.214		1.64804			4
2024.02.23	16:11:24.319		1.64805			4
2024.02.23	16:11:24.610		1.64806			4
2024.02.23	16:11:25.916	1.64792	1.64808			6
2024.02.23	16:11:26.014	1.64787	1.64803			6
2024.02.23	16:11:26.361	1.64789				2
2024.02.23	16:11:26.583	1.64791	1.64804			6
2024.02.23	16:11:26.825	1.64795	1.64811			6
2024.02.23	16:11:26.925		1.64812			4
2024.02.23	16:11:27.356		1.64813			4
2024.02.23	16:11:27.478	1.64797	1.64812			6
2024.02.23	16:11:27.604	1.64798	1.64813			6
2024.02.23	16:11:27.865		1.64814			4
2024.02.23	16:11:28.613		1.64813			4
2024.02.23	16:11:28.717		1.64814			4
2024.02.23	16:11:29.130		1.64813			4
2024.02.23	16:11:29.653	1.64799	1.64815			6
2024.02.23	16:11:30.980	1.64798	1.64812			6
2024.02.23	16:11:31.731		1.64813			4
2024.02.23	16:11:32.685		1.64812			4
2024.02.23	16:11:34.754		1.64813			4
2024.02.23	16:11:35.900		1.64814			4
2024.02.23	16:11:36.143	1.64799	1.64813			6
2024.02.23	16:11:36.465		1.64814			4
2024.02.23	16:11:36.877		1.64816			4
2024.02.23	16:11:37.094	1.64798				2
2024.02.23	16:11:37.459		1.64817			4
2024.02.23	16:11:37.714	1.64801	1.64816			6
2024.02.23	16:11:38.124	1.64800	1.64814			6
2024.02.23	16:11:38.228		1.64815			4
2024.02.23	16:11:38.337	1.64801				2
2024.02.23	16:11:38.984		1.64816			4
2024.02.23	16:11:39.362	1.64802				2
2024.02.23	16:11:39.501		1.64817			4
2024.02.23	16:11:39.951	1.64800	1.64815			6
2024.02.23	16:11:40.059		1.64816			4
2024.02.23	16:11:40.168		1.64815			4
2024.02.23	16:11:40.272		1.64816			4
2024.02.23	16:11:40.374		1.64815			4
2024.02.23	16:11:40.594		1.64814			4
2024.02.23	16:11:41.659	1.64801	1.64815			6
2024.02.23	16:11:42.564	1.64800	1.64814			6
2024.02.23	16:11:43.433	1.64799	1.64813			6
2024.02.23	16:11:43.535	1.64800	1.64817			6
2024.02.23	16:11:44.693	1.64799				2
2024.02.23	16:11:44.946		1.64814			4
2024.02.23	16:11:45.049	1.64805	1.64819			6
2024.02.23	16:11:45.154	1.64808	1.64824			6
2024.02.23	16:11:45.265		1.64825			4
2024.02.23	16:11:45.385		1.64823			4
2024.02.23	16:11:45.513		1.64824			4
2024.02.23	16:11:45.727		1.64825			4
2024.02.23	16:11:46.236	1.64809				2
2024.02.23	16:11:46.339	1.64810				2
2024.02.23	16:11:47.513		1.64826			4
2024.02.23	16:11:48.420		1.64825			4
2024.02.23	16:11:49.063		1.64826			4
2024.02.23	16:11:49.305		1.64825			4
2024.02.23	16:11:50.154	1.64812	1.64826			6
2024.02.23	16:11:50.256	1.64810				2
2024.02.23	16:11:50.371	1.64811	1.64825			6
2024.02.23	16:11:51.083	1.64813	1.64829			6
2024.02.23	16:11:52.929	1.64812				2
2024.02.23	16:11:53.885	1.64811	1.64825			6
2024.02.23	16:12:01.882	1.64811	1.64826			6
2024.02.23	16:12:02.530	1.64809	1.64825			6
2024.02.23	16:12:02.636	1.64810				2
2024.02.23	16:12:03.344	1.64807	1.64821			6
2024.02.23	16:12:04.406	1.64804	1.64818			6
2024.02.23	16:12:04.511	1.64806	1.64824			6
2024.02.23	16:12:05.076		1.64823			4
2024.02.23	16:12:05.178		1.64819			4
2024.02.23	16:12:05.280		1.64820			4
2024.02.23	16:12:05.490	1.64812	1.64825			6
2024.02.23	16:12:05.589	1.64813	1.64827			6
2024.02.23	16:12:06.850	1.64812	1.64826			6
2024.02.23	16:12:06.953	1.64810				2
2024.02.23	16:12:07.262	1.64812				2
2024.02.23	16:12:07.709	1.64809				2
2024.02.23	16:12:08.617		1.64825			4
2024.02.23	16:12:09.620		1.64826			4
2024.02.23	16:12:10.114		1.64825			4
2024.02.23	16:12:11.407	1.64808	1.64822			6
2024.02.23	16:12:12.104	1.64809	1.64826			6
2024.02.23	16:12:12.336	1.64808				2
2024.02.23	16:12:12.442	1.64809				2
2024.02.23	16:12:12.589	1.64808	1.64822			6
2024.02.23	16:12:12.699	1.64809	1.64823			6
2024.02.23	16:12:13.006	1.64806	1.64820			6
2024.02.23	16:12:13.820	1.64805				2
2024.02.23	16:12:14.057	1.64804	1.64818			6
2024.02.23	16:12:14.158	1.64799				2
2024.02.23	16:12:14.371	1.64798	1.64812			6
2024.02.23	16:12:14.491	1.64799	1.64813			6
2024.02.23	16:12:15.862	1.64800	1.64814			6
2024.02.23	16:12:16.089	1.64798	1.64813			6
2024.02.23	16:12:16.189	1.64800	1.64814			6
2024.02.23	16:12:16.291	1.64803	1.64819			6
2024.02.23	16:12:16.408	1.64804				2
2024.02.23	16:12:17.207	1.64803				2
2024.02.23	16:12:17.370	1.64801				2
2024.02.23	16:12:17.473	1.64802				2
2024.02.23	16:12:18.167	1.64803	1.64817			6
2024.02.23	16:12:18.369	1.64802	1.64816			6
2024.02.23	16:12:18.481	1.64803	1.64817			6
2024.02.23	16:12:18.812	1.64802	1.64816			6
2024.02.23	16:12:19.023	1.64803	1.64819			6
2024.02.23	16:12:19.138	1.64804				2
2024.02.23	16:12:19.793	1.64802	1.64816			6
2024.02.23	16:12:20.009	1.64804	1.64818			6
2024.02.23	16:12:20.113		1.64819			4
2024.02.23	16:12:22.120		1.64818			4
2024.02.23	16:12:23.068		1.64819			4
2024.02.23	16:12:23.901	1.64805				2
2024.02.23	16:12:24.110	1.64804				2
2024.02.23	16:12:24.596	1.64802	1.64816			6
2024.02.23	16:12:24.840	1.64804	1.64819			6
2024.02.23	16:12:25.160	1.64803	1.64817			6
2024.02.23	16:12:25.545	1.64804	1.64818			6
2024.02.23	16:12:25.746	1.64803	1.64817			6
2024.02.23	16:12:25.854	1.64802	1.64816			6
2024.02.23	16:12:27.488	1.64803	1.64817			6
2024.02.23	16:12:27.595	1.64804	1.64818			6
2024.02.23	16:12:28.235	1.64803	1.64817			6
2024.02.23	16:12:28.350	1.64804	1.64819			6
2024.02.23	16:12:28.454		1.64820			4
2024.02.23	16:12:29.370		1.64819			4
2024.02.23	16:12:29.826	1.64808	1.64822			6
2024.02.23	16:12:29.905	1.64805	1.64819			6
2024.02.23	16:12:30.011	1.64804				2
2024.02.23	16:12:30.226		1.64818			4
2024.02.23	16:12:30.698	1.64803	1.64817			6
2024.02.23	16:12:30.800	1.64805	1.64819			6
2024.02.23	16:12:30.904	1.64804				2
2024.02.23	16:12:31.210		1.64818			4
2024.02.23	16:12:31.313		1.64821			4
2024.02.23	16:12:31.557	1.64802	1.64819			6
2024.02.23	16:12:31.655		1.64818			4
2024.02.23	16:12:32.298	1.64803	1.64820			6
2024.02.23	16:12:32.950	1.64801	1.64815			6
2024.02.23	16:12:33.055	1.64800	1.64814			6
2024.02.23	16:12:33.156	1.64802	1.64816			6
2024.02.23	16:12:33.261		1.64818			4
2024.02.23	16:12:34.040		1.64817			4
2024.02.23	16:12:34.401		1.64816			4
2024.02.23	16:12:34.750		1.64817			4
2024.02.23	16:12:35.234		1.64818			4
2024.02.23	16:12:35.826		1.64817			4
2024.02.23	16:12:35.930		1.64818			4
2024.02.23	16:12:36.273	1.64801	1.64817			6
2024.02.23	16:12:36.382		1.64816			4
2024.02.23	16:12:36.700	1.64802	1.64818			6
2024.02.23	16:12:37.100		1.64819			4
2024.02.23	16:12:37.206		1.64818			4
2024.02.23	16:12:37.436		1.64816			4
2024.02.23	16:12:38.020	1.64801				2
2024.02.23	16:12:39.198		1.64817			4
2024.02.23	16:12:39.622	1.64802	1.64816			6
2024.02.23	16:12:39.723	1.64801				2
2024.02.23	16:12:39.849	1.64802				2
2024.02.23	16:12:39.953		1.64817			4
2024.02.23	16:12:40.221	1.64804	1.64820			6
2024.02.23	16:12:40.424		1.64821			4
2024.02.23	16:12:40.642		1.64820			4
2024.02.23	16:12:40.743	1.64805	1.64822			6
2024.02.23	16:12:40.851		1.64823			4
2024.02.23	16:12:41.501		1.64822			4
2024.02.23	16:12:41.615	1.64803				2
2024.02.23	16:12:43.810		1.64821			4
2024.02.23	16:12:44.015	1.64805				2
2024.02.23	16:12:44.230		1.64822			4
2024.02.23	16:12:44.484		1.64821			4
2024.02.23	16:12:44.965	1.64806				2
2024.02.23	16:12:45.095		1.64820			4
2024.02.23	16:12:45.464	1.64807	1.64821			6
2024.02.23	16:12:45.563	1.64806				2
2024.02.23	16:12:45.774		1.64822			4
2024.02.23	16:12:46.176		1.64823			4
2024.02.23	16:12:46.380	1.64807				2
2024.02.23	16:12:46.483	1.64800	1.64818			6
2024.02.23	16:12:46.585		1.64817			4
2024.02.23	16:12:47.070		1.64816			4
2024.02.23	16:12:47.171	1.64799	1.64815			6
2024.02.23	16:12:47.270		1.64818			4
2024.02.23	16:12:47.480	1.64802	1.64817			6
2024.02.23	16:12:48.607	1.64801	1.64815			6
2024.02.23	16:12:48.822	1.64800	1.64817			6
2024.02.23	16:12:49.156		1.64815			4
2024.02.23	16:12:49.272		1.64816			4
2024.02.23	16:12:49.375		1.64815			4
2024.02.23	16:12:49.831		1.64818			4
2024.02.23	16:12:49.933		1.64816			4
2024.02.23	16:12:50.060		1.64817			4
2024.02.23	16:12:50.275	1.64802	1.64819			6
2024.02.23	16:12:50.379	1.64800	1.64818			6
2024.02.23	16:12:50.706		1.64815			4
2024.02.23	16:12:51.219	1.64799				2
2024.02.23	16:12:51.722	1.64800				2
2024.02.23	16:12:51.841		1.64817			4
2024.02.23	16:12:51.976		1.64815			4
2024.02.23	16:12:52.205	1.64798				2
2024.02.23	16:12:52.311	1.64800	1.64818			6
2024.02.23	16:12:52.417	1.64801	1.64819			6
2024.02.23	16:12:52.670		1.64817			4
2024.02.23	16:12:53.531		1.64818			4
2024.02.23	16:12:53.632	1.64802	1.64819			6
2024.02.23	16:12:54.642	1.64804				2
2024.02.23	16:12:55.867		1.64820			4
2024.02.23	16:12:56.070		1.64819			4
2024.02.23	16:12:56.349	1.64805				2
2024.02.23	16:12:56.474		1.64821			4
2024.02.23	16:12:56.751		1.64820			4
2024.02.23	16:12:57.523	1.64802	1.64817			6
2024.02.23	16:12:57.926	1.64801	1.64815			6
2024.02.23	16:12:58.961		1.64817			4
2024.02.23	16:13:00.192	1.64801	1.64819			6
2024.02.23	16:13:00.293		1.64815			4
2024.02.23	16:13:00.527	1.64805	1.64821			6
2024.02.23	16:13:00.637	1.64806				2
2024.02.23	16:13:02.182	1.64803				2
2024.02.23	16:13:02.284		1.64818			4
2024.02.23	16:13:02.491	1.64806	1.64820			6
2024.02.23	16:13:02.596	1.64804	1.64822			6
2024.02.23	16:13:02.703		1.64819			4
2024.02.23	16:13:02.804		1.64822			4
2024.02.23	16:13:02.905	1.64803	1.64819			6
2024.02.23	16:13:03.005	1.64804				2
2024.02.23	16:13:04.819		1.64820			4
2024.02.23	16:13:05.049		1.64821			4
2024.02.23	16:13:05.309		1.64819			4
2024.02.23	16:13:06.428	1.64805				2
2024.02.23	16:13:06.972	1.64804				2
2024.02.23	16:13:07.932	1.64806	1.64821			6
2024.02.23	16:13:08.268		1.64820			4
2024.02.23	16:13:08.888	1.64807	1.64821			6
2024.02.23	16:13:08.993	1.64805				2
2024.02.23	16:13:09.095	1.64802	1.64816			6
2024.02.23	16:13:09.306	1.64804	1.64820			6
2024.02.23	16:13:10.069		1.64821			4
2024.02.23	16:13:10.278	1.64805				2
2024.02.23	16:13:10.386	1.64807	1.64823			6
2024.02.23	16:13:10.488		1.64824			4
2024.02.23	16:13:11.030	1.64808	1.64825			6
2024.02.23	16:13:11.141		1.64824			4
2024.02.23	16:13:11.456		1.64825			4
2024.02.23	16:13:11.675	1.64809				2
2024.02.23	16:13:11.777	1.64806	1.64821			6
2024.02.23	16:13:11.883	1.64805				2
2024.02.23	16:13:12.100		1.64820			4
2024.02.23	16:13:12.200	1.64804	1.64818			6
2024.02.23	16:13:12.304		1.64820			4
2024.02.23	16:13:12.416		1.64821			4
2024.02.23	16:13:12.630	1.64808	1.64823			6
2024.02.23	16:13:12.735	1.64809				2
2024.02.23	16:13:12.937	1.64810	1.64824			6
2024.02.23	16:13:13.040	1.64809	1.64823			6
2024.02.23	16:13:13.145	1.64812	1.64826			6
2024.02.23	16:13:14.356	1.64811				2
2024.02.23	16:13:14.796	1.64810				2
2024.02.23	16:13:15.144	1.64809	1.64824			6
2024.02.23	16:13:16.484	1.64807	1.64822			6
2024.02.23	16:13:16.587		1.64824			4
2024.02.23	16:13:16.692		1.64822			4
2024.02.23	16:13:16.797		1.64824			4
2024.02.23	16:13:16.900		1.64822			4
2024.02.23	16:13:18.497	1.64806				2
2024.02.23	16:13:20.335	1.64805	1.64821			6
2024.02.23	16:13:20.447	1.64806	1.64823			6
2024.02.23	16:13:20.550	1.64807	1.64824			6
2024.02.23	16:13:21.591		1.64822			4
2024.02.23	16:13:22.273	1.64806	1.64820			6
2024.02.23	16:13:22.912	1.64807	1.64821			6
2024.02.23	16:13:23.012	1.64806	1.64820			6
2024.02.23	16:13:23.657	1.64805	1.64819			6
2024.02.23	16:13:23.757	1.64807	1.64821			6
2024.02.23	16:13:24.156	1.64806	1.64822			6
2024.02.23	16:13:24.514		1.64821			4
2024.02.23	16:13:24.737		1.64820			4
2024.02.23	16:13:24.893		1.64822			4
2024.02.23	16:13:25.010	1.64805	1.64821			6
2024.02.23	16:13:25.769		1.64820			4
2024.02.23	16:13:25.890	1.64804				2
2024.02.23	16:13:26.930	1.64806	1.64822			6
2024.02.23	16:13:27.253		1.64820			4
2024.02.23	16:13:27.370		1.64821			4
2024.02.23	16:13:27.779	1.64805	1.64819			6
2024.02.23	16:13:27.881	1.64806	1.64820			6
2024.02.23	16:13:27.997		1.64822			4
2024.02.23	16:13:28.222		1.64820			4
2024.02.23	16:13:29.245	1.64805	1.64819			6
2024.02.23	16:13:29.454	1.64804				2
2024.02.23	16:13:29.733		1.64818			4
2024.02.23	16:13:30.045	1.64805	1.64819			6
2024.02.23	16:13:30.273		1.64823			4
2024.02.23	16:13:30.377	1.64808	1.64824			6
2024.02.23	16:13:30.481	1.64812	1.64825			6
2024.02.23	16:13:30.584	1.64811	1.64828			6
2024.02.23	16:13:30.940	1.64812				2
2024.02.23	16:13:31.250	1.64810				2
2024.02.23	16:13:32.256	1.64808				2
2024.02.23	16:13:32.748	1.64807	1.64827			6
2024.02.23	16:13:32.851	1.64808	1.64826			6
2024.02.23	16:13:32.977		1.64825			4
2024.02.23	16:13:33.628	1.64806	1.64826			6
2024.02.23	16:13:33.909	1.64807				2
2024.02.23	16:13:34.010	1.64809	1.64827			6
2024.02.23	16:13:34.129	1.64810	1.64826			6
2024.02.23	16:13:34.343	1.64809				2
2024.02.23	16:13:35.040	1.64810				2
2024.02.23	16:13:35.903		1.64827			4
2024.02.23	16:13:36.022		1.64826			4
2024.02.23	16:13:36.788	1.64806	1.64824			6
2024.02.23	16:13:37.104	1.64808	1.64823			6
2024.02.23	16:13:37.210	1.64807				2
2024.02.23	16:13:37.998	1.64806	1.64821			6
2024.02.23	16:13:38.100		1.64824			4
2024.02.23	16:13:38.562		1.64822			4
2024.02.23	16:13:39.798	1.64807	1.64824			6
2024.02.23	16:13:39.914	1.64809	1.64825			6
