<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.02.06	22:06:00	18.84798	18.84868	18.84278	18.84318	120	0	119
2024.02.06	22:08:00	18.84318	18.84438	18.84228	18.84238	31	0	324
2024.02.06	22:10:00	18.84238	18.84458	18.84128	18.84358	65	0	344
2024.02.06	22:12:00	18.84288	18.84438	18.84198	18.84368	86	0	374
2024.02.06	22:14:00	18.84368	18.84638	18.84288	18.84578	120	0	324
2024.02.06	22:16:00	18.84578	18.84758	18.84518	18.84758	71	0	354
2024.02.06	22:18:00	18.84758	18.84758	18.84508	18.84518	121	0	134
2024.02.06	22:20:00	18.84518	18.84678	18.84518	18.84558	179	0	364
2024.02.06	22:22:00	18.84558	18.84648	18.84468	18.84578	110	0	384
2024.02.06	22:24:00	18.84578	18.84742	18.84578	18.84678	46	0	410
2024.02.06	22:26:00	18.84678	18.84818	18.84458	18.84588	55	0	344
2024.02.06	22:28:00	18.84608	18.84658	18.84458	18.84518	94	0	394
2024.02.06	22:30:00	18.84488	18.84618	18.84378	18.84378	40	0	384
2024.02.06	22:32:00	18.84378	18.84718	18.84378	18.84663	48	0	409
2024.02.06	22:34:00	18.84630	18.84630	18.83568	18.83598	46	0	404
2024.02.06	22:36:00	18.83598	18.83928	18.83508	18.83593	70	0	164
2024.02.06	22:38:00	18.83793	18.83983	18.83598	18.83928	245	0	349
2024.02.06	22:40:00	18.83948	18.84448	18.83928	18.84448	143	0	144
2024.02.06	22:42:00	18.84448	18.84534	18.84338	18.84368	83	0	100
2024.02.06	22:44:00	18.84348	18.84448	18.84218	18.84298	132	0	124
2024.02.06	22:46:00	18.84308	18.84318	18.84138	18.84248	138	0	364
2024.02.06	22:48:00	18.84238	18.84828	18.84198	18.84793	131	0	176
2024.02.06	22:50:00	18.84823	18.84998	18.84298	18.84378	209	0	194
2024.02.06	22:52:00	18.84398	18.84453	18.84288	18.84328	276	0	249
2024.02.06	22:54:00	18.84328	18.84592	18.84258	18.84438	246	0	140
2024.02.06	22:56:00	18.84498	18.84640	18.84398	18.84508	117	0	249
